ⲧⲁⲣⲭⲏ	ⲧ|ⲁⲣⲭⲏ
ϫⲉⲃⲉⲗⲍⲉⲃⲟⲩⲗ	ϫⲉ|ⲃⲉⲗⲍⲉⲃⲟⲩⲗ
ⲉⲧⲛⲉⲙⲁϥ	ⲉⲧ|ⲛⲉⲙⲁ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϫⲉϧⲉⲛⲡⲁⲣⲭⲱⲛ	ϫⲉ|ϧⲉⲛ|ⲡ|ⲁⲣⲭⲱⲛ
ⲛⲧⲉⲛⲓⲇⲁⲓⲙⲱⲛ	ⲛⲧⲉ|ⲛⲓ|ⲇⲁⲓⲙⲱⲛ
ⲁϥϩⲓⲟⲩⲓ	ⲁ|ϥ|ϩⲓⲟⲩⲓ
ⲛⲛⲓⲇⲁⲓⲙⲱⲛ	ⲛ|ⲛⲓ|ⲇⲁⲓⲙⲱⲛ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲙⲟⲩϯ	ⲁ|ϥ|ⲙⲟⲩϯ
ⲉⲣⲱⲟⲩ	ⲉⲣⲱ|ⲟⲩ
ⲛⲁϥϫⲱ	ⲛⲁ|ϥ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϧⲉⲛϩⲁⲛⲡⲁⲣⲁⲃⲟⲗⲏ	ϧⲉⲛ|ϩⲁⲛ|ⲡⲁⲣⲁⲃⲟⲗⲏ
ϫⲉⲡⲱⲥ	ϫⲉ|ⲡⲱⲥ
ⲟⲩⲟⲛ	ⲟⲩⲟⲛ
ϣϫⲟⲙ	ϣϫⲟⲙ
ⲛⲧⲉⲡⲥⲁⲧⲁⲛⲁⲥ	ⲛⲧⲉ|ⲡ|ⲥⲁⲧⲁⲛⲁⲥ
ϩⲓⲡⲥⲁⲧⲁⲛⲁⲥ	ϩⲓ|ⲡ|ⲥⲁⲧⲁⲛⲁⲥ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉϣⲱⲡ	ⲉϣⲱⲡ
ⲛⲧⲉⲟⲩⲙⲉⲧⲟⲩⲣⲟ	ⲛⲧⲉ|ⲟⲩ|ⲙⲉⲧⲟⲩⲣⲟ
ⲫⲱϣ	ⲫⲱϣ
ⲉϩⲣⲁⲥ	ⲉϩⲣⲁ|ⲥ
ⲙⲙⲟⲛ	ⲙⲙⲟⲛ
ϣϫⲟⲙ	ϣϫⲟⲙ
ⲛⲧⲉⲥⲟϩⲓ	ⲛⲧⲉ|ⲥ|ⲟϩⲓ
ⲉⲣⲁⲧⲥ	ⲉⲣⲁⲧ|ⲥ
ⲛϫⲉϯⲙⲉⲧⲟⲩⲣⲟ	ⲛϫⲉ|ϯ|ⲙⲉⲧⲟⲩⲣⲟ
ⲉⲧⲉⲙⲙⲁⲩ	ⲉⲧⲉ|ⲙⲙⲁⲩ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉϣⲱⲡ	ⲉϣⲱⲡ
ⲛⲧⲉⲟⲩⲏⲓ	ⲛⲧⲉ|ⲟⲩ|ⲏⲓ
ⲫⲱϣ	ⲫⲱϣ
ⲉϩⲣⲁϥ	ⲉϩⲣⲁ|ϥ
ⲙⲙⲟⲛ	ⲙⲙⲟⲛ
ϣϫⲟⲙ	ϣϫⲟⲙ
ⲛⲧⲉϥⲟϩⲓ	ⲛⲧⲉ|ϥ|ⲟϩⲓ
ⲉⲣⲁⲧϥ	ⲉⲣⲁⲧ|ϥ
ⲛϫⲉⲡⲓⲏⲓ	ⲛϫⲉ|ⲡⲓ|ⲏⲓ
ⲉⲧⲉⲙⲙⲁⲩ	ⲉⲧⲉ|ⲙⲙⲁⲩ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲓⲥ	ⲓⲥ
ϫⲉⲡⲥⲁⲧⲁⲛⲁⲥ	ϫⲉ|ⲡ|ⲥⲁⲧⲁⲛⲁⲥ
ⲡⲉⲧⲁϥⲧⲱⲛϥ	ⲡ|ⲉⲧ|ⲁ|ϥ|ⲧⲱⲛ|ϥ
ⲉϫⲱϥ	ⲉϫⲱ|ϥ
ⲙⲙⲓⲛⲙⲙⲟϥ	ⲙⲙⲓⲛⲙⲙⲟ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲫⲱϣ	ⲁ|ϥ|ⲫⲱϣ
ⲙⲙⲟⲛ	ⲙⲙⲟⲛ
ϣϫⲟⲙ	ϣϫⲟⲙ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲉⲟϩⲓ	ⲉ|ⲟϩⲓ
ⲉⲣⲁⲧϥ	ⲉⲣⲁⲧ|ϥ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲟⲩⲟⲛⲧⲉϥ	ⲟⲩⲟⲛⲧⲉ|ϥ
ⲟⲩϫⲱⲕ	ⲟⲩ|ϫⲱⲕ
.	.
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲙⲙⲟⲛ	ⲙⲙⲟⲛ
ϣϫⲟⲙ	ϣϫⲟⲙ
ⲛⲧⲉϩⲗⲓ	ⲛ|ⲧⲉ|ϩⲗⲓ
ϣⲉ	ϣⲉ
ⲉϧⲟⲩⲛ	ⲉϧⲟⲩⲛ
ⲉⲡⲏⲓ	ⲉ|ⲡ|ⲏⲓ
ⲙⲡⲓϫⲱⲣⲓ	ⲙ|ⲡⲓ|ϫⲱⲣⲓ
ⲛⲧⲉϥϩⲱⲗⲉⲙ	ⲛⲧⲉ|ϥ|ϩⲱⲗⲉⲙ
ⲛⲛⲉϥⲥⲕⲉⲩⲟⲥ	ⲛ|ⲛⲉϥ|ⲥⲕⲉⲩⲟⲥ
ⲉⲃⲏⲗ	ⲉⲃⲏⲗ
ⲛⲧⲉϥⲥⲱⲛϩ	ⲛⲧⲉ|ϥ|ⲥⲱⲛϩ
ⲙⲡⲓϫⲱⲣⲓ	ⲙ|ⲡⲓ|ϫⲱⲣⲓ
ⲛϣⲟⲣⲡ	ⲛ|ϣⲟⲣⲡ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲧⲟⲧⲉ	ⲧⲟⲧⲉ
ⲛⲧⲉϥϩⲱⲗⲉⲙ	ⲛⲧⲉ|ϥ|ϩⲱⲗⲉⲙ
ⲙⲡⲉϥⲏⲓ	ⲙ|ⲡⲉϥ|ⲏⲓ
.	.
ⲁⲙⲏⲛ	ⲁⲙⲏⲛ
ϯϫⲱ	ϯ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
ϫⲉϩⲱⲃ	ϫⲉ|ϩⲱⲃ
ⲛⲓⲃⲉⲛ	ⲛⲓⲃⲉⲛ
ⲉⲩⲉⲭⲁⲩ	ⲉⲩⲉ|ⲭⲁ|ⲩ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛⲛⲓϣⲏⲣⲓ	ⲛ|ⲛⲓ|ϣⲏⲣⲓ
ⲛⲧⲉⲛⲓⲣⲱⲙⲓ	ⲛⲧⲉ|ⲛⲓ|ⲣⲱⲙⲓ
ⲛⲓⲛⲟⲃⲓ	ⲛⲓ|ⲛⲟⲃⲓ
ⲛⲉⲙⲛⲓϫⲉⲟⲩⲁ	ⲛⲉⲙ|ⲛⲓ|ϫⲉⲟⲩⲁ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲉⲧⲟⲩⲛⲁϫⲉⲟⲩⲁ	ⲉⲧ|ⲟⲩ|ⲛⲁ|ϫⲉⲟⲩⲁ
ⲙⲙⲱⲟⲩ	ⲙⲙⲱ|ⲟⲩ
ⲫⲏ	ⲫⲏ
ⲇⲉ	ⲇⲉ
ⲉⲧⲛⲁϫⲉⲟⲩⲁ	ⲉⲧ|ⲛⲁ|ϫⲉⲟⲩⲁ
ⲉⲡⲓⲡⲛⲉⲩⲙⲁ	ⲉ|ⲡⲓ|ⲡⲛⲉⲩⲙⲁ
ⲉⲧⲟⲩⲁⲃ	ⲉⲧ|ⲟⲩⲁⲃ
ⲙⲙⲟⲛ	ⲙⲙⲟⲛ
ⲭⲱ	ⲭⲱ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛⲧⲁϥ	ⲛⲧⲁ|ϥ
ϣⲁ	ϣⲁ
ⲉⲛⲉϩ	ⲉⲛⲉϩ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ϥⲟⲓ	ϥ|ⲟⲓ
ⲛⲉⲛⲟⲭⲟⲥ	ⲛ|ⲉⲛⲟⲭⲟⲥ
ⲛⲟⲩⲛⲟⲃⲓ	ⲛ|ⲟⲩ|ⲛⲟⲃⲓ
ⲛⲉⲛⲉϩ	ⲛ|ⲉⲛⲉϩ
.	.
ϫⲉⲛⲁⲩϫⲱ	ϫⲉ|ⲛⲁ|ⲩ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ϫⲉⲟⲩⲟⲛ	ϫⲉ|ⲟⲩⲟⲛ
ⲟⲩⲡⲛⲉⲩⲙⲁ	ⲟⲩ|ⲡⲛⲉⲩⲙⲁ
ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ	ⲛ|ⲁⲕⲁⲑⲁⲣⲧⲟⲛ
ⲛⲉⲙⲁϥ	ⲛⲉⲙⲁ|ϥ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲩⲓ	ⲁ|ⲩ|ⲓ
ⲛϫⲉⲧⲉϥⲙⲁⲩ	ⲛϫⲉ|ⲧⲉϥ|ⲙⲁⲩ
ⲛⲉⲙⲛⲉϥⲥⲛⲏⲩ	ⲛⲉⲙ|ⲛⲉϥ|ⲥⲛⲏⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲩⲟϩⲓ	ⲁ|ⲩ|ⲟϩⲓ
ⲉⲣⲁⲧⲟⲩ	ⲉⲣⲁⲧ|ⲟⲩ
ⲥⲁⲃⲟⲗ	ⲥⲁⲃⲟⲗ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲩⲟⲩⲱⲣⲡ	ⲁ|ⲩ|ⲟⲩⲱⲣⲡ
ϩⲁⲣⲟϥ	ϩⲁⲣⲟ|ϥ
ⲉⲩⲙⲟⲩϯ	ⲉ|ⲩ|ⲙⲟⲩϯ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲣⲉⲡⲓⲙⲏϣ	ⲛⲁⲣⲉ|ⲡⲓ|ⲙⲏϣ
ϩⲉⲙⲥⲓ	ϩⲉⲙⲥⲓ
ⲙⲡⲉϥⲕⲱϯ	ⲙ|ⲡⲉϥ|ⲕⲱϯ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲉϫⲁⲟⲩ	ⲡⲉϫⲁ|ⲟⲩ
ⲛⲁϥ	ⲛⲁ|ϥ
ϫⲉⲓⲥ	ϫⲉ|ⲓⲥ
ⲧⲉⲕⲙⲁⲩ	ⲧⲉⲕ|ⲙⲁⲩ
ⲛⲉⲙⲛⲉⲕⲥⲛⲏⲩ	ⲛⲉⲙ|ⲛⲉⲕ|ⲥⲛⲏⲩ
ⲥⲁⲃⲟⲗ	ⲥⲁⲃⲟⲗ
ⲉⲩⲕⲱϯ	ⲉ|ⲩ|ⲕⲱϯ
ⲛⲥⲱⲕ	ⲛⲥⲱ|ⲕ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁϥⲉⲣⲟⲩⲱ	ⲉⲧ|ⲁ|ϥ|ⲉⲣⲟⲩⲱ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ϫⲉⲓⲥ	ϫⲉ|ⲓⲥ
ⲧⲁⲙⲁⲩ	ⲧⲁ|ⲙⲁⲩ
ⲛⲉⲙⲛⲁⲥⲛⲏⲩ	ⲛⲉⲙ|ⲛⲁ|ⲥⲛⲏⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁϥϫⲟⲩϣⲧ	ⲉⲧ|ⲁ|ϥ|ϫⲟⲩϣⲧ
ⲉⲛⲏ	ⲉ|ⲛⲏ
ⲉⲧϩⲉⲙⲥⲓ	ⲉⲧ|ϩⲉⲙⲥⲓ
ⲙⲡⲉϥⲕⲱϯ	ⲙ|ⲡⲉϥ|ⲕⲱϯ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ϫⲉⲓⲥ	ϫⲉ|ⲓⲥ
ⲧⲁⲙⲁⲩ	ⲧⲁ|ⲙⲁⲩ
ⲛⲉⲙⲛⲁⲥⲛⲏⲩ	ⲛⲉⲙ|ⲛⲁ|ⲥⲛⲏⲩ
.	.
ⲫⲏ	ⲫⲏ
ⲉⲧⲛⲁⲓⲣⲓ	ⲉⲧ|ⲛⲁ|ⲓⲣⲓ
ⲙⲡⲉⲧⲉϩⲛⲉⲫⲛⲟⲩϯ	ⲙ|ⲡ|ⲉⲧ|ⲉϩⲛⲉ|ⲫ|ⲛⲟⲩϯ
ⲫⲁⲓ	ⲫⲁⲓ
ⲡⲉ	ⲡⲉ
ⲡⲁⲥⲟⲛ	ⲡⲁ|ⲥⲟⲛ
ⲛⲉⲙⲧⲁⲥⲱⲛⲓ	ⲛⲉⲙ|ⲧⲁ|ⲥⲱⲛⲓ
ⲛⲉⲙⲧⲁⲙⲁⲩ	ⲛⲉⲙ|ⲧⲁ|ⲙⲁⲩ
.	.
ⲡⲁⲓⲣⲏϯ	ⲡⲁⲓ|ⲣⲏϯ
ⲟⲛ	ⲟⲛ
ⲙⲁⲣⲟⲩⲙⲉⲩⲓ	ⲙⲁⲣ|ⲟⲩ|ⲙⲉⲩⲓ
ⲉⲣⲟⲛ	ⲉⲣⲟ|ⲛ
ⲛϫⲉⲛⲓⲣⲱⲙⲓ	ⲛϫⲉ|ⲛⲓ|ⲣⲱⲙⲓ
ϩⲱⲥ	ϩⲱⲥ
ϩⲁⲛϩⲩⲡⲉⲣⲉⲧⲏⲥ	ϩⲁⲛ|ϩⲩⲡⲉⲣⲉⲧⲏⲥ
ⲛⲧⲉⲡⲭⲣⲓⲥⲧⲟⲥ	ⲛⲧⲉ|ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
ⲛⲉⲙϩⲁⲛⲟⲓⲕⲟⲛⲟⲙⲟⲥ	ⲛⲉⲙ|ϩⲁⲛ|ⲟⲓⲕⲟⲛⲟⲙⲟⲥ
ⲛⲧⲉⲛⲓⲙⲩⲥⲧⲏⲣⲓⲟⲛ	ⲛⲧⲉ|ⲛⲓ|ⲙⲩⲥⲧⲏⲣⲓⲟⲛ
ⲛⲧⲉⲫⲛⲟⲩϯ	ⲛⲧⲉ|ⲫ|ⲛⲟⲩϯ
.	.
ⲗⲟⲓⲡⲟⲛ	ⲗⲟⲓⲡⲟⲛ
ⲥⲉⲕⲱϯ	ⲥⲉ|ⲕⲱϯ
ⲙⲡⲁⲓⲙⲁ	ⲙ|ⲡⲁⲓ|ⲙⲁ
ϧⲉⲛⲛⲓⲟⲓⲕⲟⲛⲟⲙⲟⲥ	ϧⲉⲛ|ⲛⲓ|ⲟⲓⲕⲟⲛⲟⲙⲟⲥ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲥⲉϫⲉⲙⲟⲩⲁⲓ	ⲛ|ⲥⲉ|ϫⲉⲙ|ⲟⲩⲁⲓ
ⲉϥⲉⲛϩⲟⲧ	ⲉ|ϥ|ⲉⲛϩⲟⲧ
.	.
ⲁⲛⲟⲕ	ⲁⲛⲟⲕ
ⲟⲩⲙⲉⲧ-ⲕⲟⲩϫⲓ	ⲟⲩ|ⲙⲉⲧ-ⲕⲟⲩϫⲓ
ⲛⲏⲓ	ⲛⲏ|ⲓ
ⲧⲉ	ⲧⲉ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲧⲉⲧⲉⲛϯ-ϩⲁⲡ	ⲛ|ⲧⲉⲧⲉⲛ|ϯ-ϩⲁⲡ
ⲉⲣⲟⲓ	ⲉⲣⲟ|ⲓ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓⲧⲉⲛⲑⲏⲛⲟⲩ	ϩⲓⲧⲉⲛ|ⲑⲏⲛⲟⲩ
ⲓⲉ	ⲓⲉ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓⲧⲉⲛⲟⲩⲉϩⲟⲟⲩ	ϩⲓⲧⲉⲛ|ⲟⲩ|ⲉϩⲟⲟⲩ
ⲛⲧⲉⲟⲩⲙⲉⲧ-ⲣⲱⲙⲓ	ⲛⲧⲉ|ⲟⲩ|ⲙⲉⲧ-ⲣⲱⲙⲓ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲟⲩⲇⲉ	ⲟⲩⲇⲉ
ⲁⲛⲟⲕ	ⲁⲛⲟⲕ
ⲛϯϯ-ϩⲁⲡ	ⲛ|ϯ|ϯ-ϩⲁⲡ
ⲉⲣⲟⲓ	ⲉⲣⲟ|ⲓ
ⲁⲛ	ⲁⲛ
.	.
ⲟⲩⲇⲉ	ⲟⲩⲇⲉ
ⲅⲁⲣ	ⲅⲁⲣ
ⲁⲛⲟⲕ	ⲁⲛⲟⲕ
ⲛϯⲥⲱⲟⲩⲛ	ⲛ|ϯ|ⲥⲱⲟⲩⲛ
ⲛϩⲗⲓ	ⲛ|ϩⲗⲓ
ⲁⲛ	ⲁⲛ
ⲛϧⲣⲏⲓ	ⲛϧⲣⲏⲓ
ⲛϧⲏⲧ	ⲛϧⲏⲧ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲟⲩⲇⲉ	ⲟⲩⲇⲉ
ⲛϧⲣⲏⲓ	ⲛ|ϧⲣⲏⲓ
ϧⲉⲛⲫⲁⲓ	ϧⲉⲛ|ⲫⲁⲓ
ⲛϯⲑⲙⲁⲓⲏⲟⲩⲧ	ⲛ|ϯ|ⲑⲙⲁⲓⲏⲟⲩⲧ
ⲁⲛ	ⲁⲛ
ⲫⲏ	ⲫⲏ
ⲇⲉ	ⲇⲉ
ⲉⲑⲛⲁϯ-ϩⲁⲡ	ⲉⲑ|ⲛⲁ|ϯ-ϩⲁⲡ
ⲉⲣⲟⲓ	ⲉⲣⲟ|ⲓ
ⲡϭⲟⲓⲥ	ⲡ|ϭⲟⲓⲥ
ⲡⲉ	ⲡⲉ
.	.
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲙⲡⲉⲣϯ-ϩⲁⲡ	ⲙⲡⲉⲣ|ϯ-ϩⲁⲡ
ⲉϩⲗⲓ	ⲉ|ϩⲗⲓ
ϧⲁⲧϩⲏ	ϧⲁ|ⲧ|ϩⲏ
ⲙⲡⲓⲥⲏⲟⲩ	ⲙ|ⲡⲓ|ⲥⲏⲟⲩ
ϣⲁⲧⲉϥⲓ	ϣⲁⲧⲉ|ϥ|ⲓ
ⲛϫⲉⲡϭⲟⲓⲥ	ⲛϫⲉ|ⲡ|ϭⲟⲓⲥ
ⲫⲏ	ⲫⲏ
ⲉⲑⲛⲁⲑⲣⲉⲛⲏ	ⲉⲑ|ⲛⲁ|ⲑⲣⲉ|ⲛⲏ
ⲉⲧϩⲏⲡ	ⲉⲧ|ϩⲏⲡ
ⲛⲧⲉⲡⲭⲁⲕⲓ	ⲛⲧⲉ|ⲡ|ⲭⲁⲕⲓ
ⲉⲣ-ⲟⲩⲱⲓⲛⲓ	ⲉⲣ-ⲟⲩⲱⲓⲛⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲧⲉⲟⲩⲟⲛϩ	ⲛⲧⲉ|ⲟⲩⲟⲛϩ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛⲛⲓⲥⲟϭⲛⲓ	ⲛ|ⲛⲓ|ⲥⲟϭⲛⲓ
ⲛⲧⲉⲛⲓϩⲏⲧ	ⲛⲧⲉ|ⲛⲓ|ϩⲏⲧ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲧⲟⲧⲉ	ⲧⲟⲧⲉ
ⲉⲣⲉⲡⲧⲁⲓⲟ	ⲉⲣⲉ|ⲡ|ⲧⲁⲓⲟ
ⲙⲡⲓⲟⲩⲁⲓ	ⲙ|ⲡⲓ|ⲟⲩⲁⲓ
ⲡⲓⲟⲩⲁⲓ	ⲡⲓ|ⲟⲩⲁⲓ
ϣⲱⲡⲓ	ϣⲱⲡⲓ
ⲛⲁϥ	ⲛⲁ|ϥ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓⲧⲉⲛⲫⲛⲟⲩϯ	ϩⲓⲧⲉⲛ|ⲫ|ⲛⲟⲩϯ
.	.
ⲛⲁⲓ	ⲛⲁⲓ
ⲇⲉ	ⲇⲉ
ⲛⲁⲥⲛⲏⲟⲩ	ⲛⲁ|ⲥⲛⲏⲟⲩ
ⲁⲓϣⲟⲡⲧⲟⲩ	ⲁ|ⲓ|ϣⲟⲡⲧ|ⲟⲩ
ⲛⲥⲭⲏⲙⲁ	ⲛ|ⲥⲭⲏⲙⲁ
ⲉⲣⲟⲓ	ⲉⲣⲟ|ⲓ
ⲛⲉⲙⲁⲡⲟⲗⲗⲱ	ⲛⲉⲙ|ⲁⲡⲟⲗⲗⲱ
ⲉⲑⲃⲉⲑⲏⲛⲟⲩ	ⲉⲑⲃⲉ|ⲑⲏⲛⲟⲩ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛϧⲣⲏⲓ	ⲛϧⲣⲏⲓ
ⲛϧⲏⲧⲉⲛ	ⲛϧⲏⲧ|ⲉⲛ
ⲛⲧⲉⲧⲉⲛϭⲓ-ⲥⲃⲱ	ⲛⲧⲉ|ⲧⲉⲛ|ϭⲓ-ⲥⲃⲱ
ⲉϣⲧⲉⲙⲉⲣ	ⲉ|ϣⲧⲉⲙ|ⲉⲣ
ⲥⲁⲃⲟⲗ	ⲥⲁⲃⲟⲗ
ⲛⲛⲏ	ⲛ|ⲛⲏ
ⲉⲧⲥϧⲏⲟⲩⲧ	ⲉⲧ|ⲥϧⲏⲟⲩⲧ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ϫⲉⲛⲛⲉⲟⲩⲁⲓ	ϫⲉ|ⲛⲛⲉ|ⲟⲩⲁⲓ
ϭⲓⲥⲓ	ϭⲓⲥⲓ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲉⲑⲃⲉⲟⲩⲁⲓ	ⲉⲑⲃⲉ|ⲟⲩⲁⲓ
ⲉϩⲣⲏⲓ	ⲉϩⲣⲏⲓ
ⲉϫⲉⲛⲡⲉϥϣⲫⲏⲣ	ⲉϫⲉⲛ|ⲡⲉϥ|ϣⲫⲏⲣ
.	.
ⲛⲓⲙ	ⲛⲓⲙ
ⲅⲁⲣ	ⲅⲁⲣ
ⲡⲉⲧⲉⲣ-ⲇⲓⲁⲕⲣⲓⲛⲓⲛ	ⲡ|ⲉⲧ|ⲉⲣ-ⲇⲓⲁⲕⲣⲓⲛⲓⲛ
ⲙⲙⲟⲕ	ⲙⲙⲟ|ⲕ
ⲟⲩ	ⲟⲩ
ⲇⲉ	ⲇⲉ
ⲡⲉⲧⲉⲛⲧⲟⲧⲕ	ⲡ|ⲉⲧⲉ|ⲛⲧⲟⲧ|ⲕ
ⲉⲧⲉⲙⲡⲉϭⲓⲧ	ⲉⲧⲉ|ⲙⲡⲉ|ϭⲓⲧ
ⲓⲥϫⲉ	ⲓⲥϫⲉ
ⲇⲉ	ⲇⲉ
ⲁⲕⲉⲣⲡⲕⲉϭⲓ	ⲁ|ⲕ|ⲉⲣ|ⲡ|ⲕⲉ|ϭⲓ
ⲉⲑⲃⲉⲟⲩ	ⲉⲑⲃⲉ|ⲟⲩ
ⲉⲕϣⲟⲩ-ϣⲟⲩ	ⲉ|ⲕ|ϣⲟⲩ-ϣⲟⲩ
ⲙⲙⲟⲕ	ⲙⲙⲟ|ⲕ
ϩⲱⲥ	ϩⲱⲥ
ⲟⲩⲁⲓ	ⲟⲩⲁⲓ
ⲙⲡⲉⲕϭⲓ	ⲙ|ⲡⲉⲕ|ϭⲓ
.	.
ϩⲏⲇⲏ	ϩⲏⲇⲏ
ⲁⲧⲉⲧⲉⲛⲥⲓ	ⲁ|ⲧⲉⲧⲉⲛ|ⲥⲓ
ϩⲏⲇⲏ	ϩⲏⲇⲏ
ⲁⲧⲉⲧⲉⲛⲉⲣ-ⲣⲁⲙ-ⲁⲟ	ⲁ|ⲧⲉⲧⲉⲛ|ⲉⲣ-ⲣⲁⲙ-ⲁⲟ
ⲁⲧϭⲛⲟⲩⲛ	ⲁⲧϭⲛⲟⲩ|ⲛ
ⲁⲣⲉⲧⲉⲛⲉⲣ-ⲟⲩⲣⲟ	ⲁⲣⲉ|ⲧⲉⲛ|ⲉⲣ-ⲟⲩⲣⲟ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲙⲟⲓ	ⲁⲙⲟⲓ
ⲛⲉⲁⲣⲉⲧⲉⲛⲉⲣ-ⲟⲩⲣⲟ	ⲛⲉ|ⲁⲣⲉⲧⲉⲛ|ⲉⲣ-ⲟⲩⲣⲟ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ϩⲱⲛ	ϩⲱ|ⲛ
ⲛⲧⲉⲛⲉⲣ-ϣⲫⲏⲣ	ⲛ|ⲧⲉⲛ|ⲉⲣ-ϣⲫⲏⲣ
ⲛⲟⲩⲣⲟ	ⲛ|ⲟⲩⲣⲟ
ⲛⲉⲙⲱⲧⲉⲛ	ⲛⲉⲙⲱ|ⲧⲉⲛ
.	.
ϯⲙⲉⲩⲓ	ϯ|ⲙⲉⲩⲓ
ⲅⲁⲣ	ⲅⲁⲣ
ϫⲉⲉⲧⲁⲫⲛⲟⲩϯ	ϫⲉ|ⲉⲧ|ⲁ|ⲫ|ⲛⲟⲩϯ
ⲟⲩⲟⲛϩⲧⲉⲛ	ⲟⲩⲟⲛϩⲧ|ⲉⲛ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ϧⲁⲛⲓⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ϧⲁ|ⲛⲓ|ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
ⲛϩⲁⲛϧⲁⲉⲩ	ⲛ|ϩⲁⲛ|ϧⲁⲉⲩ
ⲙⲫⲣⲏϯ	ⲙ|ⲫ|ⲣⲏϯ
ⲛϩⲁⲛⲉⲡⲓⲑⲁⲛⲁⲧⲓⲟⲥ	ⲛ|ϩⲁⲛ|ⲉⲡⲓⲑⲁⲛⲁⲧⲓⲟⲥ
ϫⲉⲁⲛⲉⲣ-ⲑⲉⲁⲧⲣⲟⲛ	ϫⲉ|ⲁ|ⲛ|ⲉⲣ-ⲑⲉⲁⲧⲣⲟⲛ
ⲙⲡⲓⲕⲟⲥⲙⲟⲥ	ⲙ|ⲡⲓ|ⲕⲟⲥⲙⲟⲥ
ⲛⲉⲙⲛⲓⲁⲅⲅⲉⲗⲟⲥ	ⲛⲉⲙ|ⲛⲓ|ⲁⲅⲅⲉⲗⲟⲥ
ⲛⲉⲙⲛⲓⲣⲱⲙⲓ	ⲛⲉⲙ|ⲛⲓ|ⲣⲱⲙⲓ
.	.
